food_type,temperature,moisture,gas,time_to_spoil,spoiled
Lentils (Cooked),2.3725153436034865,70.93471203334268,86.95789932314405,4,0
Paneer,19.703261651321693,56.05904366119801,766.5157248946805,0,1
Sliced Bread,28.046080118173414,58.47269399239197,763.4865551745531,0,1
Chicken (Cooked),2.8743905160504406,67.89225425196332,191.04339287036802,4,0
Leafy Greens,2.8499195958799786,90.91300681154932,88.82554957908812,6,0
Tomatoes,21.926411541463967,90.50856776246074,1279.441768932692,0,1
Apples,0.28123408878250045,88.59773467650045,164.1392360617681,60,0
Milk,2.0390083355497675,86.1060897497524,90.97345739176379,7,0
Milk,27.060955544958933,91.58984065851851,930.6067842534983,0,1
Lentils (Cooked),39.35697450637629,74.45455566283755,1098.2161389914809,0,1
Apples,4.783811565970325,88.22850550552363,275.07880525935235,42,0
Paneer,13.018742468188032,66.55426437743847,1343.0527764269568,0,1
Cooked Rice,16.001805314844276,77.29830836969239,458.1369286559479,0,1
Milk,2.482201423450909,91.20154550387677,139.53898726275716,5,0
Potatoes,11.738202603842272,80.53527320242381,87.650288880587,93,0
Apples,1.8825863911463987,80.08447866506225,188.57542122495374,80,0
Tomatoes,20.922478288283322,91.53045843446542,843.0131039826916,0,1
Cooked Rice,18.757644043214434,66.86281017191925,519.805272314411,0,1
Cooked Rice,3.6151854507981667,69.99258694906706,93.67884754695146,3,0
Potatoes,16.64316460272532,82.21296044254315,317.57407014442384,0,1
Apples,4.559867942067424,82.95445523095296,273.8070472172387,66,0
Cooked Rice,26.401724485833775,72.094480925371,909.3500931459134,0,1
Potatoes,8.769664237234066,82.80536160328086,93.85342426270698,78,0
Milk,2.2456804723304606,89.44106032749751,123.33097488786842,7,0
Potatoes,16.48365326048415,81.69772879282536,658.1176925406696,0,1
Cooked Rice,35.36757262225828,65.98748031931868,999.7229810333904,0,1
Potatoes,7.237089443101298,83.32961483755761,96.29932781583759,65,0
Tomatoes,25.19404438503678,94.03581991924244,1330.5137039894475,0,1
Paneer,28.104326754275043,62.45840686181607,1330.3053001053108,0,1
Apples,19.893263399037895,88.92177948261714,1005.999497971578,0,1
Apples,22.381393448391584,82.23703196456486,1048.6405927655724,0,1
Leafy Greens,12.450857636338426,94.11610208154319,1255.4057968254583,0,1
Potatoes,8.183618201699364,83.29875901302303,71.85091156162687,94,0
Milk,1.6302615770616176,88.15898454773077,122.46574300288029,6,0
Lentils (Cooked),33.125574698180486,70.11173210556737,498.9878072106242,0,1
Milk,3.48564469190741,86.51245697442035,121.88375849511289,7,0
Chicken (Cooked),3.2730649919810717,65.2686604691757,107.10548697387313,3,0
Sliced Bread,18.025323298841077,35.68698828293275,39.94944913453233,6,0
Cooked Rice,17.465155809090678,66.917915055583,619.8628030375336,0,1
Leafy Greens,20.715416009674612,93.91124355023425,1289.3369942900395,0,1
Tomatoes,12.872271903155696,91.68475858042558,119.89731565324706,9,0
Cooked Rice,2.1559746312818624,67.92536290823035,81.21653887368939,3,0
Milk,3.774605225739684,87.63949173276389,53.45740570059545,5,0
Tomatoes,25.929735609826622,92.3326286678823,1282.0716000991597,0,1
Milk,1.2968957452612901,90.85183872572901,122.73522537085063,6,0
Paneer,3.933603562780579,55.584364389479575,147.4255379643513,4,0
Paneer,5.8255126828862585,63.400085035329255,80.1235023204738,4,0
Leafy Greens,16.10845703093042,89.95850474624925,544.4035648631585,0,1
Chicken (Cooked),24.908129865160916,70.8840485990283,1586.3054462362988,0,1
Sliced Bread,18.486710857599668,43.667318844640754,35.58686776481737,5,0
Apples,24.058208685456016,89.15340274722449,1622.0668917535158,0,1
Tomatoes,21.65131946836372,93.56615568900827,847.187761533628,0,1
Sliced Bread,21.657293716829844,38.33383009517814,49.15216780097895,6,0
Milk,24.40876537791193,93.49505403801149,1162.28475472681,0,1
Leafy Greens,18.17362690802593,85.93275971973705,1089.7069978447796,0,1
Lentils (Cooked),4.963905654434615,76.14776179923902,114.95536991152804,5,0
Milk,23.097548593767897,94.76638307827571,947.36723916338,0,1
Apples,21.662602138391108,85.85202224538429,1372.6204350162081,0,1
Chicken (Cooked),33.734546285275826,67.04944194881884,1328.52028975843,0,1
Paneer,2.4573701985817062,57.30845547966706,104.54621366252354,3,0
Tomatoes,23.809010271163732,90.14718356747053,1181.80116487985,0,1
Tomatoes,28.61586867783882,92.06395350844575,1371.2923028387136,0,1
Potatoes,10.043111566938393,82.70339273203244,53.120497150495154,79,0
Potatoes,7.647897339714254,82.80355151028392,83.78331645636078,103,0
Tomatoes,13.27203677081711,92.16401438236099,127.61749256277358,11,0
Chicken (Cooked),3.0941840367691626,61.27924424617127,131.24060933964833,3,0
Paneer,2.234014796049614,62.32565341943923,81.05432979003469,4,0
Cooked Rice,29.314260655158776,65.16628820686662,640.3554402407574,0,1
Sliced Bread,18.20559907530456,39.11568125573674,43.08137835260226,6,0
Leafy Greens,22.453309984550863,91.256178803109,1270.0720251889716,0,1
Leafy Greens,12.051366520460943,94.0910539627832,501.3280220853062,0,1
Paneer,2.923022295629567,58.92870360716211,102.66655069436922,4,0
Tomatoes,20.913767724809006,93.78782311974673,766.7344468930384,0,1
Sliced Bread,21.739630131913618,46.20138535233602,720.2195482013949,0,1
Tomatoes,20.532932967646484,90.51733723844129,646.8883342765249,0,1
Tomatoes,21.22645837366473,93.64721969201399,821.9407590742034,0,1
Apples,24.677579999007133,81.35573268920862,1666.5024448327076,0,1
Chicken (Cooked),2.156636182028323,68.90237899204632,173.12115457021824,4,0
Sliced Bread,28.96561234466114,59.98051837032028,376.18608209249976,0,1
Apples,16.227414628247338,87.57749008883063,915.8947032862164,0,1
Sliced Bread,19.894484393704058,36.22088375672949,30.913182398767553,5,0
Milk,23.639186286995944,93.53234511872792,977.6637627557761,0,1
Milk,26.760188278976372,86.49224383580308,660.678110614041,0,1
Tomatoes,10.978581982031452,93.88656058940072,198.68700313151265,13,0
Potatoes,11.598905676104028,81.39073492794716,87.50824383583318,89,0
Tomatoes,23.75449141813813,94.6428997464354,1058.8472192251302,0,1
Sliced Bread,19.338600243465354,38.797051219005596,77.37956720591545,5,0
Lentils (Cooked),3.504763569624273,76.57939392134884,100.73717754466836,5,0
Milk,2.496108351999868,85.27674949559449,141.78624881012718,6,0
Lentils (Cooked),24.357080729351274,79.28528851600183,569.946175150959,0,1
Apples,20.799416816034505,87.86195657280868,835.86644458092,0,1
Sliced Bread,20.89546030044572,56.78143256656911,507.0145199569175,0,1
Sliced Bread,24.891517931342236,51.78139982618335,525.931625422955,0,1
Potatoes,21.049642911590947,84.30998355885681,734.2995128138787,0,1
Lentils (Cooked),1.101879309174981,76.55820981414284,101.98311025215804,5,0
Leafy Greens,2.1375166723868846,92.4585508075182,154.77825896358763,5,0
Chicken (Cooked),1.6010013518747703,61.254216388757776,102.68142631611269,4,0
Tomatoes,14.570582622541213,94.3945682397481,151.61855314252207,10,0
Milk,2.8857656832239718,90.42046343507715,112.78254534153325,5,0
Chicken (Cooked),1.87115969995987,65.3443665732442,149.60713651759033,3,0
Sliced Bread,21.177483066230863,43.72386337787093,36.97365391374778,6,0
Cooked Rice,2.2643868992701037,74.46235671521514,86.70818070087785,4,0
Apples,4.639813032158533,86.4113869118718,267.8578135546849,159,0
Lentils (Cooked),1.0611291114770984,74.53069191135548,79.53176621991065,3,0
Cooked Rice,2.46848932865067,70.07274661615176,53.023418706167355,3,0
Lentils (Cooked),23.875091369394827,77.01408674444943,854.9808504787982,0,1
Milk,1.6484209337605447,87.06113022525118,84.0979487572148,7,0
Sliced Bread,25.25002219301108,53.955917723157235,332.8576041151945,0,1
Milk,27.703957225562053,89.25345095044645,579.0802472554558,0,1
Chicken (Cooked),11.459947808049867,74.69546757540186,1494.3028250885966,0,1
Milk,1.0752341097541203,89.60263331157726,133.52503159629583,6,0
Milk,2.4886792330237006,93.02343181345742,143.67784272586482,7,0
Milk,12.31817797742061,87.00661664984382,642.9161662142072,0,1
Leafy Greens,15.974365340469863,95.8056231296909,1132.7944606162569,0,1
Sliced Bread,20.233574025108403,52.635754769267976,370.0721739131033,0,1
Cooked Rice,23.66293738977232,71.06928912750283,722.087505199208,0,1
Lentils (Cooked),1.373489837924443,75.31309230773198,116.71508090117854,4,0
Milk,1.7235787465072794,90.6117434637933,119.16156811302469,5,0
Potatoes,9.129960575982274,79.23234080354192,84.168578132194,115,0
Sliced Bread,26.49808281576531,50.31140925133054,428.05215309581104,0,1
Sliced Bread,29.18070246795402,57.082282658328985,339.2030370474968,0,1
Apples,1.675009660360654,82.2895240363102,292.31315566092974,175,0
Lentils (Cooked),31.40171745524956,78.69634755852077,685.4535700327008,0,1
Paneer,22.95448730738206,61.23216746052749,651.4809925524437,0,1
Sliced Bread,25.59708888044161,45.411601268915554,441.140114885199,0,1
Milk,3.8771278682068857,89.47295010843055,100.57205658400488,5,0
Paneer,24.21627384827637,68.17572485473352,720.1889451703825,0,1
Cooked Rice,4.064216589098091,71.13893544094114,62.521237975265386,3,0
Apples,21.57182509509049,89.41737787097182,1198.364974989236,0,1
Chicken (Cooked),25.171532887063243,71.78679657700854,1320.797066799883,0,1
Leafy Greens,1.9476036078970194,90.93169471845464,195.09784208010154,7,0
Milk,12.402243007722364,91.99043041271716,977.0369754828057,0,1
Lentils (Cooked),23.021326531077886,69.53469459385776,566.1750436509683,0,1
Potatoes,9.459317587171547,81.8101043660274,77.47768369681161,102,0
Apples,2.17450722967135,87.08973403956067,175.9271072421667,50,0
Tomatoes,13.621091060376562,94.32227890925103,200.0714726270111,9,0
Potatoes,19.08861129200558,89.5252523697504,756.7751334518009,0,1
Leafy Greens,2.5430318969825088,93.78318453113783,179.0345118459973,7,0
Paneer,3.6745685442989964,56.286228426053604,99.96451535339776,3,0
Chicken (Cooked),22.364042216507478,61.460046804674704,1420.5482157652261,0,1
Milk,3.011258303351787,94.15416320416587,135.39395920891957,7,0
Milk,1.579875936354833,86.97167826551352,146.63947436018793,6,0
Sliced Bread,20.113514539606403,47.270517526046405,717.3174494565728,0,1
Cooked Rice,30.83410194466255,70.656035899804,998.3579872588123,0,1
Chicken (Cooked),23.907504841981932,64.24598842029773,1521.081749956956,0,1
Lentils (Cooked),17.3730551205387,79.42962942740802,619.8549273087378,0,1
Potatoes,7.589736119184644,78.72449782657813,60.103132127354684,91,0
Sliced Bread,18.39466034398359,38.98050103361397,77.63036951443004,6,0
Chicken (Cooked),2.7358996486283864,68.77672992569508,153.26664645020165,4,0
Tomatoes,13.814229944431153,91.33401245190251,234.41999941406587,8,0
Sliced Bread,23.06499854022925,53.41204994578305,541.5879811356422,0,1
Chicken (Cooked),2.92782968371437,67.19714932597552,179.2326655035892,4,0
Chicken (Cooked),33.98248570829962,70.14677835939116,1522.6174714994504,0,1
Cooked Rice,3.1369976655456586,72.44231760543589,54.3889878847979,4,0
Potatoes,22.388589800068665,85.95663986417792,512.4556270926603,0,1
Paneer,15.155247687658548,63.06010562035372,1325.8969039437893,0,1
Leafy Greens,16.40486061284417,91.79901217844255,1181.4910049395899,0,1
Milk,12.748532325135923,89.36230023356588,643.2561972397065,0,1
Chicken (Cooked),27.844232758093614,68.02491482497153,1711.356251537812,0,1
Milk,3.521833130310344,91.51706229657384,122.05452015761131,5,0
Paneer,3.9762207010269837,59.45732427418565,97.67835537815273,3,0
Tomatoes,28.80063738678599,90.46250596868236,758.274343757876,0,1
Potatoes,20.059910815451616,85.19152278851696,613.5618409068929,0,1
Tomatoes,14.113461240461515,94.55835822262728,241.91042105832503,13,0
Potatoes,17.90642247656997,87.12139056644178,386.01581855910285,0,1
Potatoes,9.173992723544881,80.46330001428565,73.39066556641899,98,0
Paneer,28.356754499366673,62.74832196381332,1346.0804145022257,0,1
Lentils (Cooked),20.307501183172683,74.8702636048299,961.1555270005429,0,1
Paneer,4.853296185316353,58.81854736499313,148.14461339282593,4,0
Apples,17.547097554926726,80.48350264435291,1063.481665932912,0,1
Cooked Rice,1.297259447069083,72.96432482766744,98.7674933609728,4,0
Potatoes,7.2674316878117,75.41691039214251,65.90064439859324,103,0
Apples,17.662334607475174,89.84937526144577,1381.0003309738477,0,1
Cooked Rice,28.03314692875241,76.73446524732692,574.5523627265109,0,1
Potatoes,9.438876977820414,82.54061724094352,64.41032287080557,113,0
Apples,23.12739020101829,87.05067460393167,1112.2700849049627,0,1
Chicken (Cooked),17.818639698617865,60.825986566191396,922.3531176690642,0,1
Lentils (Cooked),25.593671641058954,73.90319676895729,765.1402983672764,0,1
Paneer,25.143479983447392,60.42182482729459,771.2982153642081,0,1
Apples,23.659701727930074,83.08052845996414,1344.849831359355,0,1
Apples,23.581118661436726,89.31000654916458,1742.649899567947,0,1
Leafy Greens,24.346519622344847,87.38091422285598,937.5351798197726,0,1
Apples,19.229296745504712,89.90154077120278,875.0361712366687,0,1
Sliced Bread,19.172873593459766,36.79152448711538,25.165020558267273,7,0
Tomatoes,29.09533428984806,93.99946210465582,1354.3218929324198,0,1
Apples,4.722374963051381,85.87633277442342,191.62159161726626,107,0
Tomatoes,27.311726815662574,92.8154695449529,1127.5365456845457,0,1
Sliced Bread,29.098972215853806,59.5577528896073,460.4886118441908,0,1
Sliced Bread,19.54701869765851,37.45211117974268,27.17372703777572,5,0
Paneer,16.502975504600016,62.139073039554226,689.4990817600901,0,1
Milk,9.167789406528014,88.38423193818028,813.9165324851558,0,1
Leafy Greens,3.8947677483305303,91.35249019356282,98.10131086556785,7,0
Chicken (Cooked),38.53833303879025,62.37327386175811,1004.0201609351542,0,1
Paneer,4.026446530790008,63.91704676186409,102.63146841931234,3,0
Chicken (Cooked),1.2046973515111892,67.4535633775244,104.25092686080475,3,0
Apples,19.642660390993186,85.4462641955224,934.8439763070204,0,1
Sliced Bread,21.4193435213763,51.37022223687733,368.0180662420456,0,1
Apples,20.094804416737375,85.75765668079595,956.6609309280738,0,1
Potatoes,23.072403157944308,82.44364995521089,508.8295362918692,0,1
Milk,10.955769935261713,89.99923054864601,988.9602454555975,0,1
Apples,0.3503500398364573,85.87690013688692,270.86898105793784,170,0
Tomatoes,26.68491635343676,91.80755601702933,822.1338230742031,0,1
Apples,0.43401879469208093,83.49280481594536,150.1113759559096,152,0
Lentils (Cooked),2.6751320876206384,73.43530902533658,63.94664702959986,5,0
Tomatoes,13.181454110739633,92.84892297729229,120.77028146772129,11,0
Cooked Rice,3.0959983794480803,71.50194875445996,65.12519743457632,3,0
Cooked Rice,28.915158675091863,78.81744905974426,982.832372049307,0,1
Leafy Greens,18.6712695665231,91.69913318496089,686.5160249546261,0,1
Chicken (Cooked),11.891915919368444,70.6905675898561,1703.3737141445206,0,1
Tomatoes,10.02084997653972,90.61567499506653,220.30867251739605,14,0
Chicken (Cooked),3.847626491977902,65.71091432347244,182.71862695356623,3,0
Tomatoes,13.252835668727805,92.29233074770522,205.63810663690424,8,0
Apples,17.827717927649193,82.46479673144668,905.6323917723864,0,1
Chicken (Cooked),27.966506815262782,73.50974057826545,1400.1864259999174,0,1
Apples,23.35498130522562,88.52979884855282,877.0479455899354,0,1
Apples,1.7093595684517349,86.47534083579673,202.17714786601806,89,0
Chicken (Cooked),33.631741809061985,66.29126683966186,1072.7474077671168,0,1
Chicken (Cooked),3.779794245178527,68.94671224021938,139.74643535083132,3,0
Chicken (Cooked),3.3315922096838824,69.0762248721637,143.0267659858713,3,0
Leafy Greens,15.053746223347389,94.30382601175563,1284.6401787221598,0,1
Apples,15.023355125324272,88.53150606032541,1718.9542801363668,0,1
Milk,3.8785883902073337,88.70511471564394,148.13535864268414,7,0
Paneer,5.6715479574806205,60.16430320263565,71.7016228515758,5,0
Apples,21.714723324545233,85.77184619847489,1611.330947956338,0,1
Apples,0.20121671513769313,85.80311354948705,155.95940245759465,161,0
Apples,3.187762765095669,84.44095506226321,284.03480416907337,165,0
Sliced Bread,20.762913875211222,36.92347179474868,42.36586007914859,5,0
Cooked Rice,33.239896839787505,76.02936305892715,918.5847684873598,0,1
Potatoes,10.991162927828544,76.86970151341364,88.64549553244419,67,0
Leafy Greens,15.068557815660846,94.31792750625794,891.94466035524,0,1
Lentils (Cooked),1.8765490681860664,76.20847263781994,99.7568023898669,3,0
Chicken (Cooked),31.40049847365707,60.650338615363395,1324.7937939740434,0,1
Apples,24.527007775291352,83.83958392738145,1403.605240792843,0,1
Chicken (Cooked),39.114127746456845,63.28852279049004,860.4797063309315,0,1
Cooked Rice,1.298298521621612,69.98894150873689,93.619298274137,4,0
Leafy Greens,2.755290848590098,92.64064788591604,184.0017790501309,5,0
Leafy Greens,1.145990606154999,93.05026270231562,83.43828438772313,6,0
Chicken (Cooked),1.2115129685924728,63.78248439172652,157.2014291580212,3,0
Paneer,18.46028463452506,68.94366264618606,1177.468490241743,0,1
Potatoes,10.944862373863788,81.2014762911787,74.64091852145039,64,0
Cooked Rice,35.841714753862455,66.3320332362765,563.4278433505315,0,1
Chicken (Cooked),14.55731409861448,61.44712918159681,1258.452327355217,0,1
Sliced Bread,29.265874742370258,50.96186593405828,550.1374188340718,0,1
Tomatoes,12.005357199333297,90.43499383509797,237.16941819471165,10,0
Leafy Greens,2.5323483871691908,92.61564734928635,101.44491806566023,7,0
Tomatoes,24.632013090577814,91.06975722912598,927.3758628106121,0,1
Potatoes,7.926835844897741,82.6305741850029,76.16833374629746,63,0
Tomatoes,29.37031721535729,94.26238786460743,651.1677685211257,0,1
Cooked Rice,4.294279443043159,73.53579494199607,82.14365466502525,3,0
Leafy Greens,2.0764080465341554,94.62546359214903,144.90350683453403,5,0
Leafy Greens,12.225813735456,88.13443979091349,759.5806017833136,0,1
Sliced Bread,25.668980794370647,56.19747888811491,600.6214605601494,0,1
Potatoes,15.216402664248568,86.27997130249614,473.61914993745944,0,1
Apples,4.37335917027767,87.68789712096066,279.925674279472,83,0
Cooked Rice,3.89511971337439,70.22819450255693,82.72169856619678,4,0
Potatoes,9.829076001254515,80.03128450957986,46.116294277834456,96,0
Milk,2.1292584676568724,92.91730344597177,147.14701234877512,7,0
Leafy Greens,3.5396084633673452,90.07585475527252,101.35990462100781,5,0
Cooked Rice,4.87918944059568,69.62985602362943,89.92485830287612,3,0
Milk,19.714411177847452,94.75803004822644,893.1835395916198,0,1
Leafy Greens,3.343935666861279,92.00335661091145,127.01373879601704,7,0
Cooked Rice,4.069818517340658,73.57327891139361,77.60909738796242,3,0
Apples,3.3681193588260876,88.4076326106334,241.0074752901842,86,0
Lentils (Cooked),19.98655609588969,68.57068200239897,619.0657276394306,0,1
Milk,12.589698057093502,93.34675088498915,565.026751477908,0,1
Milk,3.830289984882044,92.44485496887484,97.35856079580039,5,0
Potatoes,16.26392110218202,84.54270860714483,740.4380335108339,0,1
Cooked Rice,35.856067693168136,75.50958601230217,740.8918073109808,0,1
Cooked Rice,1.7419571182595508,68.95753659672106,54.97113264887552,3,0
Sliced Bread,21.66291005343883,40.04768496397964,27.86707674644234,7,0
Potatoes,15.566506276259922,85.61150759653412,475.6424277398705,0,1
Milk,2.319093346799744,93.22869926206609,112.04701851460905,7,0
Milk,15.976067823523401,89.68829005593633,757.8442281088984,0,1
Sliced Bread,20.342176909246003,51.902135378244246,465.941149076281,0,1
Milk,1.093581853383702,89.84592055401046,73.78802161109327,6,0
Leafy Greens,1.904358664821834,90.08299299621069,116.05374995804156,5,0
Lentils (Cooked),4.276593117667694,68.14428368677325,101.82468775319485,4,0
Lentils (Cooked),1.848411870149497,70.32899386786434,66.46715891236002,3,0
Apples,3.722325819502383,85.01770091999157,194.71719720955974,85,0
Tomatoes,14.45686700016195,90.71296943223223,186.45829260123855,8,0
Lentils (Cooked),1.8828503194834205,76.87077722174405,66.82138093018784,5,0
Chicken (Cooked),37.09932441699421,67.14834974591038,1375.408836681917,0,1
Potatoes,11.894267866547095,76.96535635484761,90.25632490653068,113,0
Paneer,13.57985639494808,58.551540134471466,1251.3467437718375,0,1
Milk,2.6752313747289778,85.38613544787026,52.64233329042637,6,0
Leafy Greens,24.000994271163435,87.49610264945852,511.08935859286,0,1
Potatoes,22.158491566422054,87.75526454762011,442.55301862706847,0,1
Lentils (Cooked),35.037218888834836,72.91600620350256,869.2234647702644,0,1
Cooked Rice,2.88436865219504,71.35866482116714,73.60128034197889,3,0
Tomatoes,22.50313322832886,91.90711366736372,1486.100255402946,0,1
Lentils (Cooked),29.142069121429977,79.84912884950779,963.087192219745,0,1
Leafy Greens,3.0446415838105727,94.74167224038564,144.55701062855698,7,0
Lentils (Cooked),24.362033192685843,77.5488965426604,800.575393960863,0,1
Milk,20.229214801004897,92.71739872257614,873.2827731986745,0,1
Potatoes,9.466008567075871,76.35393492884565,85.1313788981626,80,0
Tomatoes,10.632729869658903,94.36752827477287,235.8021909829268,8,0
Tomatoes,26.536525772657185,94.20885041497687,1318.4371004229497,0,1
Lentils (Cooked),4.05452676924001,69.8486402866142,76.70163880308381,4,0
Potatoes,18.90706341901591,81.01303348053426,656.9125315506175,0,1
Cooked Rice,3.994825742379965,71.05819153576722,92.34766713341666,3,0
Sliced Bread,20.861560869683252,58.70656645850016,630.8385720531179,0,1
Cooked Rice,4.45595480241993,70.86734963777465,74.7038739166187,4,0
Potatoes,21.300914851913646,88.38585233758654,521.8843220040962,0,1
Cooked Rice,4.490495246301167,73.5852990299851,81.6760796673888,4,0
Leafy Greens,22.963196612571537,87.37088491233071,1114.9822514249531,0,1
Tomatoes,14.430670990462175,94.27095106700025,187.3675296657729,8,0
Lentils (Cooked),22.551100521125925,70.5180430414226,782.326558408963,0,1
Apples,21.350702135314858,86.74914232300628,1097.027620474896,0,1
Paneer,10.845321720459953,59.723177831365625,987.8842791655266,0,1
Cooked Rice,17.659261174433635,71.95777787132938,829.2593201160843,0,1
Lentils (Cooked),4.96154430730016,73.39727832872481,94.33756092934482,5,0
Lentils (Cooked),1.1548661236620532,75.57676571830454,74.85170334443443,4,0
Lentils (Cooked),24.35657901094831,71.38895367122788,780.0387859335235,0,1
Cooked Rice,34.650830480935525,72.18823726911802,594.1936745527885,0,1
Paneer,5.021180348861251,58.988718546500465,82.41832163769315,5,0
Milk,3.568799869783584,86.80766157364879,82.67886465912369,6,0
Tomatoes,22.09371125072417,94.3601306926241,1007.512351696307,0,1
Leafy Greens,19.597500736927742,85.56246543234637,634.0453022073724,0,1
Chicken (Cooked),30.691097784078387,61.645195686244115,733.0134661436858,0,1
Lentils (Cooked),30.72028364377397,70.1270316365307,581.2139920393004,0,1
Chicken (Cooked),22.04586108354748,61.08051777833715,1982.5517203628615,0,1
Potatoes,17.990712714506003,89.50322266466999,546.8158713562153,0,1
Lentils (Cooked),39.45630811202108,68.2088927820898,521.7135159728998,0,1
Potatoes,17.493553830256324,81.568685956181,894.2024635232169,0,1
Milk,3.9097085037828014,89.06325580305197,61.80378332171419,6,0
Leafy Greens,11.819941336060703,90.75549686523945,991.0031948727715,0,1
Chicken (Cooked),2.3946501820480903,61.5587016240827,173.9084375772424,4,0
Leafy Greens,13.338491301873901,88.86932584314344,667.8441642872855,0,1
Apples,18.061606000159927,86.65218856327597,953.1261074279312,0,1
Lentils (Cooked),3.707720921495643,76.83112907803707,83.51053119400072,4,0
Sliced Bread,29.58941861293705,51.09157620235655,481.2194296585766,0,1
Chicken (Cooked),1.176884855311633,67.57149950293584,108.19723087970755,4,0
Paneer,4.77179091142673,56.06165985619614,115.48194902649739,5,0
Chicken (Cooked),1.6653248077227307,66.13684663921511,120.48662782403952,4,0
Tomatoes,27.534873763267747,94.87344524121231,1100.6004788494229,0,1
Lentils (Cooked),2.5983556184762375,68.05497287280681,98.70526920320538,4,0
Cooked Rice,25.372682655514765,67.22796287763218,908.8774655552531,0,1
Potatoes,8.598933441260717,82.63208140900966,58.98638704176768,101,0
Cooked Rice,3.192869229889536,73.72344591370955,79.63852087358745,4,0
Tomatoes,12.009414274769378,91.81115797499527,138.743893642687,12,0
Chicken (Cooked),2.980527875213301,66.81289190635796,145.5587054565803,4,0
Lentils (Cooked),37.28307048399204,78.45102761245765,905.9532956022729,0,1
Chicken (Cooked),33.02125099888602,63.83756624425797,1996.9928113468056,0,1
Cooked Rice,2.439038806035947,71.86344729917239,99.72902112935412,3,0
Potatoes,17.713621940461024,85.9236397966908,536.6766518922329,0,1
Tomatoes,13.687807583034513,90.75133342293803,171.53072322631607,8,0
Tomatoes,10.046603594513513,93.48241810647015,113.09815821676037,9,0
Chicken (Cooked),2.2791895892984027,61.27946507084903,140.65390736905928,4,0
Sliced Bread,21.76310783248783,40.7036731042675,26.070211910558886,7,0
Sliced Bread,29.225349600425165,59.1200982706819,392.83840760668363,0,1
Paneer,21.684864856163227,60.042806934681046,797.121619971688,0,1
Milk,22.647077942454146,86.88422743080355,643.6196215902178,0,1
Cooked Rice,2.2725948862817513,69.22589911787726,70.89760477117476,4,0
Potatoes,20.342195175207767,88.44633451233581,717.2696049193603,0,1
Cooked Rice,25.072845623353825,76.52436252604167,736.1647747879579,0,1
Tomatoes,10.935595944286325,94.27133163603622,129.36820116447788,7,0
Lentils (Cooked),39.5230862559153,79.61597536707254,538.9936692270943,0,1
Potatoes,17.792382746404776,86.3853850255829,646.5548332749017,0,1
